queryID,queryName,queryAnlysisTimePerQuery,estimatedNumberOfDownloadedPartitionsPerQuery,actualNumberOfDownloadedPartitionsPerQuery,estimatedTotalSizeOfDownloadedPartitionsPerQuery,actualTotalSizeOfDownloadedPartitionsPerQuery,totalDownloadTimeOfPartitionsPerQuery,recieveFirstAnswerTimePerQuery,totalExecTimePerQuery,resultCountPerQuery
1,14.sparql,1112,1,1,2,3010926,0,1286,6542,2820
2,9.sparql,28,1,1,0,85900,0,52,154,69
3,29.sparql,31,1,1,0,85900,0,42,47,38
4,25.sparql,17,1,1,0,250016,0,67,991,704
5,2.sparql,21,1,1,0,400664,0,45,79,313
6,21.sparql,16,1,1,2,3010926,0,35,3069,3315
7,28.sparql,14,1,1,0,426982,0,39,136,81
8,27.sparql,32,1,1,0,400664,0,51,56,10
9,4.sparql,18,1,1,0,53075,0,44,69,331
10,26.sparql,19,1,1,0,137335,0,51,55,0
11,17.sparql,31,1,1,0,125438,0,65,495,111
12,23.sparql,27,1,1,0,250016,0,78,82,0
13,3.sparql,16,1,1,0,250016,0,58,63,0
14,20.sparql,16,1,1,0,44827,0,60,89,37
15,0.sparql,26,1,1,0,400664,0,49,95,379
16,1.sparql,21,1,1,0,400664,0,43,51,58
17,19.sparql,26,1,1,3,3844201,0,40,54,34
18,13.sparql,22,1,1,0,698801,0,47,792,695
19,16.sparql,26,1,1,0,1460171,0,44,59,34
20,5.sparql,30,1,1,0,607088,0,128,458,1088
21,7.sparql,33,1,1,0,85900,0,59,184,56
22,15.sparql,35,1,1,2,2949833,0,63,73,0
23,12.sparql,43,1,1,1,1459448,0,67,437,2745
24,22.sparql,38,1,1,0,51709,0,67,7546,527
25,11.sparql,25,1,1,0,250016,0,63,67,0
26,8.sparql,24,1,1,0,137335,0,56,59,0
27,18.sparql,26,2,2,0,1222934,0,75,311,2853
28,24.sparql,33,1,1,0,125438,0,76,792,170
29,6.sparql,31,1,1,6,6752011,0,57,1750,9373
30,10.sparql,49,1,1,0,142080,0,66,71,25
""
""
""
estimatedNumberOfDownloadedPartitionsPerWorkload,actualNumberOfDownloadedPartitionsPerWorkload,estimatedTotalSizeOfDownloadedPartitionsPerWorkload,actualTotalSizeOfDownloadedPartitionsPerWorkload,totalDownloadTimeOfPartitionsPerWorkLoad,totalExecTimePerWorkLoad
31,31,16,29120978,22,25923
